file,filepath,true_label,pred_label,confidence,error_type,severity,primary_reason,reason_desc,all_reasons
000379.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\000379.jpg,smoking,not_smoking,73.7,FN,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=73.7% - khá tự tin nhưng sai | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
bb0309.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\bb0309.jpg,smoking,not_smoking,80.2,FN,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=80.2% - rất tự tin nhưng SAI | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
gg0074.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\gg0074.jpg,not_smoking,smoking,68.1,FP,TRUNG_BINH,anh_qua_toi,Ảnh quá tối - khó nhận diện,anh_qua_toi: Độ sáng TB=38 - quá tối | conf_tb_sai: Conf=68.1% - khá tự tin nhưng sai | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
000143.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\000143.jpg,smoking,not_smoking,53.4,FN,NHE,anh_qua_toi,Ảnh quá tối - khó nhận diện,anh_qua_toi: Độ sáng TB=31 - quá tối | truong_hop_bien: Margin=6.8% - sát ngưỡng | conf_thap_sai: Conf=53.4% - không chắc chắn | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
ggg469.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\ggg469.jpg,not_smoking,smoking,84.8,FP,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=84.8% - rất tự tin nhưng SAI | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
gg0679.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\gg0679.jpg,not_smoking,smoking,57.2,FP,NHE,truong_hop_bien,Trường hợp biên - confidence sát ngưỡng,truong_hop_bien: Margin=14.5% - sát ngưỡng | conf_thap_sai: Conf=57.2% - không chắc chắn | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
gg0168.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\gg0168.jpg,not_smoking,smoking,72.6,FP,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=72.6% - khá tự tin nhưng sai | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
gg0037.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\gg0037.jpg,smoking,not_smoking,54.3,FN,NHE,truong_hop_bien,Trường hợp biên - confidence sát ngưỡng,truong_hop_bien: Margin=8.6% - sát ngưỡng | conf_thap_sai: Conf=54.3% - không chắc chắn | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
ggg596.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\ggg596.jpg,smoking,not_smoking,89.4,FN,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=89.4% - rất tự tin nhưng SAI | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
000387.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\000387.jpg,smoking,not_smoking,97.0,FN,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=97.0% - rất tự tin nhưng SAI | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
000150.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\000150.jpg,smoking,not_smoking,70.5,FN,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=70.5% - khá tự tin nhưng sai | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
aug_131_bb0357.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\aug_131_bb0357.jpg,not_smoking,smoking,83.9,FP,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=83.9% - rất tự tin nhưng SAI | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
000256.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\000256.jpg,smoking,not_smoking,82.5,FN,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=82.5% - rất tự tin nhưng SAI | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
ggg113.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\ggg113.jpg,smoking,not_smoking,64.2,FN,TRUNG_BINH,anh_qua_toi,Ảnh quá tối - khó nhận diện,anh_qua_toi: Độ sáng TB=45 - quá tối | conf_tb_sai: Conf=64.2% - khá tự tin nhưng sai | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
gg0170.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\gg0170.jpg,not_smoking,smoking,79.6,FP,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=79.6% - khá tự tin nhưng sai | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
ggg129.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\ggg129.jpg,not_smoking,smoking,73.9,FP,TRUNG_BINH,anh_qua_toi,Ảnh quá tối - khó nhận diện,anh_qua_toi: Độ sáng TB=14 - quá tối | conf_tb_sai: Conf=73.9% - khá tự tin nhưng sai | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
bb0039.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\bb0039.jpg,smoking,not_smoking,91.3,FN,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=91.3% - rất tự tin nhưng SAI | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
gg0152.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\gg0152.jpg,not_smoking,smoking,71.7,FP,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=71.7% - khá tự tin nhưng sai | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
gg0644.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\gg0644.jpg,not_smoking,smoking,63.3,FP,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=63.3% - khá tự tin nhưng sai | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
ggg044.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\ggg044.jpg,not_smoking,smoking,89.8,FP,NGHIEM_TRONG,anh_qua_toi,Ảnh quá tối - khó nhận diện,anh_qua_toi: Độ sáng TB=35 - quá tối | conf_cao_sai: Conf=89.8% - rất tự tin nhưng SAI | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
bb0586.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\bb0586.jpg,smoking,not_smoking,63.9,FN,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=63.9% - khá tự tin nhưng sai | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
ggg253.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\ggg253.jpg,not_smoking,smoking,56.0,FP,NHE,anh_qua_toi,Ảnh quá tối - khó nhận diện,anh_qua_toi: Độ sáng TB=34 - quá tối | truong_hop_bien: Margin=12.0% - sát ngưỡng | conf_thap_sai: Conf=56.0% - không chắc chắn | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
ggg522.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\ggg522.jpg,not_smoking,smoking,84.4,FP,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=84.4% - rất tự tin nhưng SAI | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
c00166.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\c00166.jpg,smoking,not_smoking,83.4,FN,NGHIEM_TRONG,anh_qua_toi,Ảnh quá tối - khó nhận diện,anh_qua_toi: Độ sáng TB=27 - quá tối | conf_cao_sai: Conf=83.4% - rất tự tin nhưng SAI | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
c00067.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\c00067.jpg,smoking,not_smoking,99.0,FN,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=99.0% - rất tự tin nhưng SAI | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
ggg164.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\ggg164.jpg,not_smoking,smoking,66.2,FP,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=66.2% - khá tự tin nhưng sai | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
bb0638.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\bb0638.jpg,not_smoking,smoking,80.4,FP,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=80.4% - rất tự tin nhưng SAI | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
gg0706.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\gg0706.jpg,not_smoking,smoking,79.2,FP,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=79.2% - khá tự tin nhưng sai | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
gg0301.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\gg0301.jpg,not_smoking,smoking,76.3,FP,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=76.3% - khá tự tin nhưng sai | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
gg0416.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\gg0416.jpg,smoking,not_smoking,74.3,FN,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=74.3% - khá tự tin nhưng sai | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
000744.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\000744.jpg,smoking,not_smoking,98.7,FN,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=98.7% - rất tự tin nhưng SAI | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
gg0089.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\gg0089.jpg,smoking,not_smoking,96.9,FN,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=96.9% - rất tự tin nhưng SAI | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
gg0068.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\gg0068.jpg,smoking,not_smoking,60.3,FN,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=60.3% - khá tự tin nhưng sai | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
ggg147.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\ggg147.jpg,smoking,not_smoking,99.3,FN,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=99.3% - rất tự tin nhưng SAI | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
gg0294.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\gg0294.jpg,not_smoking,smoking,74.0,FP,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=74.0% - khá tự tin nhưng sai | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
bb0465.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\bb0465.jpg,smoking,not_smoking,55.6,FN,NHE,truong_hop_bien,Trường hợp biên - confidence sát ngưỡng,truong_hop_bien: Margin=11.2% - sát ngưỡng | conf_thap_sai: Conf=55.6% - không chắc chắn | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
gg0272.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\gg0272.jpg,smoking,not_smoking,80.1,FN,NGHIEM_TRONG,anh_qua_toi,Ảnh quá tối - khó nhận diện,anh_qua_toi: Độ sáng TB=49 - quá tối | conf_cao_sai: Conf=80.1% - rất tự tin nhưng SAI | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
c00443.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\c00443.jpg,smoking,not_smoking,77.2,FN,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=77.2% - khá tự tin nhưng sai | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
bb0511.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\bb0511.jpg,smoking,not_smoking,67.4,FN,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=67.4% - khá tự tin nhưng sai | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
ggg517.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\ggg517.jpg,not_smoking,smoking,96.8,FP,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=96.8% - rất tự tin nhưng SAI | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
gg0280.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\gg0280.jpg,smoking,not_smoking,69.5,FN,TRUNG_BINH,anh_qua_toi,Ảnh quá tối - khó nhận diện,anh_qua_toi: Độ sáng TB=50 - quá tối | conf_tb_sai: Conf=69.5% - khá tự tin nhưng sai | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
gg0045.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\gg0045.jpg,smoking,not_smoking,55.7,FN,NHE,anh_qua_toi,Ảnh quá tối - khó nhận diện,anh_qua_toi: Độ sáng TB=48 - quá tối | truong_hop_bien: Margin=11.3% - sát ngưỡng | conf_thap_sai: Conf=55.7% - không chắc chắn | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
ggg267.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\ggg267.jpg,not_smoking,smoking,84.7,FP,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=84.7% - rất tự tin nhưng SAI | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
ggg144.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\ggg144.jpg,smoking,not_smoking,78.1,FN,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=78.1% - khá tự tin nhưng sai | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
bb0115.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\bb0115.jpg,smoking,not_smoking,67.0,FN,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=67.0% - khá tự tin nhưng sai | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
bb0526.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\bb0526.jpg,smoking,not_smoking,63.4,FN,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=63.4% - khá tự tin nhưng sai | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
bb0543.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\bb0543.jpg,smoking,not_smoking,97.4,FN,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=97.4% - rất tự tin nhưng SAI | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
gg0302.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\gg0302.jpg,not_smoking,smoking,77.2,FP,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=77.2% - khá tự tin nhưng sai | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
bb0443.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\bb0443.jpg,smoking,not_smoking,99.3,FN,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=99.3% - rất tự tin nhưng SAI | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
gg0077.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\gg0077.jpg,smoking,not_smoking,97.4,FN,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=97.4% - rất tự tin nhưng SAI | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
c00113.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\c00113.jpg,smoking,not_smoking,97.9,FN,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=97.9% - rất tự tin nhưng SAI | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
a00629-0.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\a00629-0.jpg,smoking,not_smoking,71.9,FN,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=71.9% - khá tự tin nhưng sai | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
gg0185.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\gg0185.jpg,smoking,not_smoking,97.5,FN,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=97.5% - rất tự tin nhưng SAI | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
ggg368.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\ggg368.jpg,smoking,not_smoking,64.6,FN,TRUNG_BINH,anh_qua_toi,Ảnh quá tối - khó nhận diện,anh_qua_toi: Độ sáng TB=43 - quá tối | conf_tb_sai: Conf=64.6% - khá tự tin nhưng sai | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
ggg306.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\ggg306.jpg,not_smoking,smoking,79.3,FP,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=79.3% - khá tự tin nhưng sai | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
ggg083.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\ggg083.jpg,smoking,not_smoking,95.6,FN,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=95.6% - rất tự tin nhưng SAI | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
bb0470.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\bb0470.jpg,smoking,not_smoking,70.1,FN,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=70.1% - khá tự tin nhưng sai | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
ggg587.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\ggg587.jpg,not_smoking,smoking,88.2,FP,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=88.2% - rất tự tin nhưng SAI | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
a00135-0.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\a00135-0.jpg,smoking,not_smoking,89.6,FN,NGHIEM_TRONG,anh_qua_toi,Ảnh quá tối - khó nhận diện,anh_qua_toi: Độ sáng TB=45 - quá tối | conf_cao_sai: Conf=89.6% - rất tự tin nhưng SAI | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
ggg208.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\ggg208.jpg,not_smoking,smoking,82.4,FP,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=82.4% - rất tự tin nhưng SAI | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
bb0654.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\bb0654.jpg,not_smoking,smoking,73.4,FP,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=73.4% - khá tự tin nhưng sai | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
ggg505.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\ggg505.jpg,not_smoking,smoking,97.7,FP,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=97.7% - rất tự tin nhưng SAI | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
gg0394.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\gg0394.jpg,smoking,not_smoking,92.9,FN,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=92.9% - rất tự tin nhưng SAI | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
gg0080.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\gg0080.jpg,not_smoking,smoking,65.6,FP,TRUNG_BINH,anh_qua_toi,Ảnh quá tối - khó nhận diện,anh_qua_toi: Độ sáng TB=30 - quá tối | conf_tb_sai: Conf=65.6% - khá tự tin nhưng sai | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
c00029.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\c00029.jpg,smoking,not_smoking,69.4,FN,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=69.4% - khá tự tin nhưng sai | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
bb0337.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\bb0337.jpg,smoking,not_smoking,91.8,FN,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=91.8% - rất tự tin nhưng SAI | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
ggg328.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\ggg328.jpg,not_smoking,smoking,83.6,FP,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=83.6% - rất tự tin nhưng SAI | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
bb0045.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\bb0045.jpg,smoking,not_smoking,76.6,FN,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=76.6% - khá tự tin nhưng sai | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
gg0313.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\gg0313.jpg,not_smoking,smoking,60.7,FP,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=60.7% - khá tự tin nhưng sai | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
gg0235.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\gg0235.jpg,smoking,not_smoking,80.3,FN,NGHIEM_TRONG,conf_cao_sai,Confidence cao nhưng sai - lỗi nghiêm trọng,conf_cao_sai: Conf=80.3% - rất tự tin nhưng SAI | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
gg0064.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\gg0064.jpg,not_smoking,smoking,65.4,FP,TRUNG_BINH,anh_qua_toi,Ảnh quá tối - khó nhận diện,anh_qua_toi: Độ sáng TB=41 - quá tối | conf_tb_sai: Conf=65.4% - khá tự tin nhưng sai | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
000180.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\000180.jpg,smoking,not_smoking,65.1,FN,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=65.1% - khá tự tin nhưng sai | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
gg0008.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\gg0008.jpg,not_smoking,smoking,85.5,FP,NGHIEM_TRONG,anh_qua_toi,Ảnh quá tối - khó nhận diện,anh_qua_toi: Độ sáng TB=44 - quá tối | conf_cao_sai: Conf=85.5% - rất tự tin nhưng SAI | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
ggg179.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\not_smoking\ggg179.jpg,not_smoking,smoking,75.8,FP,TRUNG_BINH,conf_tb_sai,Confidence trung bình sai,conf_tb_sai: Conf=75.8% - khá tự tin nhưng sai | giong_hanh_dong_hut: Có thể giống hành động hút thuốc
gg0015.jpg,d:\Dev\smoker_detection\dataset\processed_dataset\smoking\gg0015.jpg,smoking,not_smoking,58.5,FN,NHE,anh_qua_toi,Ảnh quá tối - khó nhận diện,anh_qua_toi: Độ sáng TB=47 - quá tối | truong_hop_bien: Margin=16.9% - sát ngưỡng | conf_thap_sai: Conf=58.5% - không chắc chắn | thuoc_la_bi_che: Thuốc lá có thể bị che khuất | khoi_khong_ro: Khói thuốc có thể không rõ
